age,income,loanamount,monthsemployed,interestrate
67,88805,75813,20,13.96
52,139293,34798,80,7.06
18,102845,70539,79,15.77
55,106708,239615,5,15.68
36,110427,102457,18,3.13
47,123949,126786,23,9.85
25,107985,53862,53,21.79
67,46915,133752,81,13.03
23,122031,39669,3,2.27
19,103652,209462,15,9.8
49,45189,73944,32,16.34
37,130961,143290,19,24.7
60,51211,43917,81,5.38
38,145227,118964,38,3.91
25,31670,112870,22,9.88
41,138387,96889,0,5.9
36,15704,7523,0,24.6
67,112395,89270,62,9.34
30,142926,167436,69,11.88
42,108974,38153,45,24.67
63,146042,24125,99,9.48
19,91251,247795,23,6.91
35,56236,73604,4,7.45
32,122028,84434,115,11.3
32,128497,223395,66,15.21
44,45508,28746,13,4.89
47,95284,135392,105,14.26
39,119647,177055,91,5.17
58,35415,95838,37,13.8
43,46617,15850,17,18.93
28,149398,112609,90,16.07
48,63890,192353,92,13.93
57,121215,35240,116,8.41
44,116102,41137,67,19.19
48,128075,236422,102,9.04
21,73451,218244,97,14.92
31,89736,86319,70,5.15
19,64005,157222,106,24.71
30,53439,46858,24,17.12
38,58622,228879,71,20.76
27,147851,123978,21,12.48
37,56025,232317,5,4.91
19,57271,26602,88,9.33
19,67050,204102,8,6.02
67,52859,100494,61,14.88
21,101953,153941,88,13.75
59,22353,149837,88,4.76
25,128633,157765,106,4.75
28,62561,45329,104,10.46
33,148779,210644,12,17.1
58,141200,67655,76,7.82
24,78015,203918,1,19.44
42,49557,43869,118,13.87
64,17337,45640,14,13.97
44,25111,145367,96,12.15
59,30612,223347,93,12.22
57,147550,224217,99,14.11
44,48172,117217,31,18.27
64,131125,238158,39,6.25
44,76902,117065,80,13.87
19,47435,140631,21,2.02
39,121554,172448,88,21.68
55,140556,168170,96,22.36
52,42282,80789,4,15.0
32,57406,162028,101,13.88
37,114627,201018,65,3.03
63,29500,77868,6,17.23
67,140576,38944,7,8.1
26,56422,184683,88,5.92
26,118509,49386,69,14.83
59,37737,243906,19,14.2
40,24780,19289,75,24.25
43,45906,147158,24,23.09
31,22003,165522,33,9.29
45,102139,235481,57,23.03
45,22181,238612,52,10.92
48,128949,45289,13,21.29
23,120106,238479,95,21.94
54,76236,122178,5,23.37
37,79144,243191,105,21.05
39,143199,228754,19,22.36
40,137141,167381,119,3.2
45,26405,173265,40,5.55
63,139978,122582,26,24.4
31,99059,57501,102,2.42
65,119947,17899,9,3.5
29,100648,80238,89,10.66
46,105588,149135,3,14.08
65,80042,23013,56,24.94
57,118906,40996,119,10.09
54,25470,158029,33,8.83
37,35547,177382,42,10.25
32,121893,192136,119,19.48
25,53305,50817,6,7.38
53,34285,79868,78,12.92
22,16492,195659,80,14.59
40,112389,76103,86,6.37
35,80364,45546,51,11.21
61,47326,145686,47,13.74
54,149541,149919,59,7.98
49,47123,38700,15,16.24
40,68448,172932,26,19.92
45,84651,94533,42,19.81
33,105220,80860,0,10.93
30,38446,178904,100,19.53
26,102995,234184,83,19.18
29,58552,19798,27,21.21
19,135701,238378,62,16.72
49,50364,64731,24,9.13
45,86705,11110,97,23.59
56,145497,42262,110,3.38
52,76533,178359,111,3.27
18,47332,13800,105,5.73
60,58676,184282,106,17.9
25,120318,118320,101,13.39
57,21635,151899,12,19.12
57,31008,205138,1,2.66
45,113119,105966,106,10.43
24,97206,70007,104,5.56
37,35869,85955,2,5.39
32,109289,182566,95,8.07
44,97344,86283,95,7.38
33,83087,44204,72,18.38
19,95131,81057,85,2.07
68,130561,171985,81,21.15
43,44869,162863,41,23.24
62,110962,237943,82,2.88
69,29642,227093,117,17.77
36,59702,243265,42,13.72
26,65100,96871,19,6.11
64,145183,60115,81,12.43
38,38436,94394,7,16.56
28,97134,245504,100,22.32
64,147735,5550,2,16.31
36,104126,13854,91,22.73
23,44132,107706,44,19.98
25,43633,157303,8,9.29
63,37310,240169,44,4.53
24,52143,179072,102,11.9
49,30829,220589,96,20.27
27,118937,48412,32,15.0
26,33671,210864,100,24.29
57,31732,244504,32,22.88
52,102894,219721,65,13.79
35,71017,156140,46,14.41
22,77156,170848,43,21.93
55,46684,49526,84,2.06
24,123281,129253,62,13.95
64,113583,199809,22,4.18
59,120752,116139,67,4.45
68,19032,6978,56,12.43
24,61448,121947,12,24.36
46,82924,71220,76,6.87
36,121451,164106,89,8.72
20,86879,41701,46,17.15
61,39651,92630,41,23.55
21,129587,162324,117,8.41
50,110047,140544,83,8.02
60,134799,31372,112,22.64
53,39274,204093,27,12.7
43,48295,80014,116,5.98
48,95100,42014,97,15.9
33,63630,227158,30,20.26
68,125577,172573,8,13.99
58,122012,170540,35,24.19
48,58380,137110,55,5.22
59,127875,91177,36,23.77
44,131221,140798,84,17.1
66,57753,21383,115,14.45
31,127527,63961,73,7.94
32,74542,231704,86,18.19
35,18533,120341,75,9.4
61,43374,235570,61,24.92
67,142846,52657,58,17.71
38,26230,195024,98,19.96
64,72112,241359,80,14.59
28,37226,25145,11,12.15
20,50869,174183,119,14.88
18,54259,168082,84,22.08
55,72757,228010,61,17.74
64,104973,141188,72,10.72
26,40282,236166,40,8.98
69,143016,227265,110,11.76
45,62056,38952,37,22.81
19,41818,162693,50,7.39
51,39204,8082,3,8.71
46,143977,240237,72,23.15
27,78453,125754,77,5.79
48,79681,219716,102,20.45
54,106307,61554,7,8.25
25,101070,19145,37,13.78
51,50728,100421,54,10.96
21,38883,174902,74,9.17
37,108556,204501,48,13.71
42,100684,193215,49,5.89
49,40311,37831,5,11.57
31,127763,30908,89,4.98
53,87285,247407,87,10.28
20,29602,61350,100,24.34
18,89664,182354,54,13.95
33,115465,240352,39,22.37
38,23181,144174,9,2.8
24,55484,127406,13,2.62
18,97026,172504,7,6.25
32,34770,147857,32,21.75
41,147169,188247,52,20.67
33,122948,62710,86,3.9
39,101706,14438,38,22.89
40,135560,201615,63,23.2
46,67790,112664,40,2.61
64,17408,29232,14,20.41
60,56506,168784,119,22.5
26,32119,200634,38,15.33
54,148926,185484,33,18.21
26,51742,36980,59,21.58
39,38819,22782,87,21.52
42,52617,201158,119,9.09
49,103654,152555,54,6.72
56,52599,73548,16,18.58
42,35530,70291,102,13.95
54,80856,123906,110,7.39
48,122907,224375,18,3.34
65,94043,214681,24,24.62
41,102553,104742,4,11.46
28,73533,147960,47,4.41
58,87133,101108,2,19.54
40,92641,100801,47,10.3
40,106969,23174,114,23.17
20,137610,197447,83,16.56
68,49647,76045,3,7.4
45,16435,236346,75,15.75
27,58694,167983,78,12.25
58,20995,245315,25,24.19
30,81932,235472,86,4.46
51,51869,204456,114,15.92
27,119360,26523,38,10.84
30,127930,137993,37,5.19
24,53424,141645,24,24.38
69,59869,210101,42,12.92
56,124672,67082,95,6.15
45,104965,63120,96,10.03
30,16471,142752,8,11.49
49,36222,78135,110,5.15
21,113368,84423,81,13.2
22,62866,181810,17,3.55
36,48068,146068,103,7.42
50,64651,112701,29,20.09
54,47097,135222,30,7.92
60,141876,142148,83,24.85
20,84159,33334,115,21.57
45,62690,40355,25,19.71
48,29231,71418,64,3.8
29,48377,241453,88,3.06
42,68184,123097,16,19.48
55,92509,108562,21,4.71
51,69975,174117,119,13.55
45,101663,141658,103,7.56
48,106399,25584,98,8.64
33,92394,184533,25,9.28
32,68164,130137,17,7.44
61,139499,90797,88,24.87
23,108927,110601,36,4.71
58,146667,70708,95,20.29
63,37530,85611,56,15.6
19,60585,233884,61,4.4
59,121362,64776,16,24.1
65,61250,118449,2,19.17
18,77703,20291,62,7.81
67,108626,197757,102,17.17
55,71197,158759,46,14.13
43,119883,28289,81,2.47
59,125258,192140,72,4.51
51,104911,67496,20,12.31
36,19377,203952,56,2.0
35,73351,151478,78,14.79
51,112663,137095,116,17.5
29,74058,202109,80,12.69
35,103110,16634,18,13.65
22,118672,161179,61,18.16
41,86375,102458,78,15.53
64,107222,139870,39,23.98
67,122279,112503,19,3.6
32,141220,227175,59,17.22
18,147897,79909,6,16.19
51,117593,88410,24,16.75
42,35695,35935,13,18.02
20,25817,186496,13,19.86
27,21229,136262,108,8.63
64,92665,52724,61,2.4
55,59783,22770,91,8.33
41,128524,173951,35,19.63
64,121076,71730,93,4.07
39,147896,98516,40,18.63
67,137219,212736,74,19.65
69,52057,81437,41,10.83
43,107954,15602,19,22.0
33,105524,32794,75,21.91
38,71087,19241,55,4.47
66,17565,173910,44,18.93
55,126749,226484,78,4.13
45,124084,179114,7,20.64
59,115773,90371,47,8.49
52,17731,152923,24,14.55
65,41487,179158,33,12.02
46,32431,149678,28,15.52
68,140485,189528,61,22.96
69,110066,222851,105,19.52
59,41256,44315,10,11.87
56,36174,24188,51,21.59
52,118569,68513,107,18.58
59,36086,10751,63,2.03
30,148389,140914,67,19.24
57,59332,128636,41,7.2
21,23861,159964,36,10.04
19,113181,219347,103,23.9
34,45367,96801,34,11.86
34,78096,184258,80,22.08
45,41565,68272,17,2.2
62,64576,180633,66,15.26
19,80584,167090,105,19.42
57,127559,135784,40,19.24
57,106658,16586,18,18.47
68,25757,226904,94,15.5
31,148255,185008,1,16.09
42,120662,241700,5,21.06
20,54617,116976,108,11.64
31,64012,35417,39,3.77
53,125155,45164,115,15.74
41,58766,154073,35,24.78
53,18754,68540,98,21.37
28,141280,159260,75,20.8
43,117661,87683,75,7.66
22,105513,30812,119,14.91
24,120972,233085,6,14.07
29,143529,200078,91,19.94
49,123873,227937,40,23.32
62,29507,8044,88,9.29
18,106481,123144,88,9.01
57,121324,195282,64,2.23
21,85921,167356,21,16.09
18,19945,70863,0,5.79
42,73311,74142,0,5.52
19,118323,27076,39,22.07
59,29183,118200,100,16.67
52,82144,64123,23,2.13
18,146077,22568,116,12.94
36,16705,144502,53,6.13
41,113302,18272,20,9.06
58,86477,191003,21,14.14
19,91763,187731,51,15.08
60,86186,190622,1,9.05
32,67506,129325,31,24.34
33,76511,156283,45,9.82
66,87498,139331,37,13.19
63,144781,209404,58,3.86
22,122615,63391,7,15.63
42,105513,120650,61,12.79
31,70177,141940,19,24.93
54,57890,126559,20,12.49
68,128786,195461,93,16.61
53,58801,195731,31,7.12
51,129147,30000,105,14.85
34,64778,208252,93,20.34
56,73475,66706,4,17.91
56,116315,133954,105,10.41
49,46040,190857,74,16.09
53,129804,169430,26,12.21
25,139355,11304,84,23.53
63,137736,145299,88,3.28
69,71514,216051,39,19.82
31,61539,158188,96,23.46
23,56494,159023,101,5.87
63,23399,136236,47,23.06
40,40617,40484,70,23.15
20,42564,236619,79,24.7
21,85376,113007,98,7.34
36,55584,17044,116,8.24
37,119441,75524,16,2.69
43,103370,44439,87,12.46
60,88937,133904,45,2.71
25,140451,186477,90,12.23
18,80544,49749,88,13.68
34,149052,5948,116,12.76
25,128154,205839,83,22.46
30,68430,187475,108,5.74
64,85356,125260,36,9.62
31,65148,168856,21,16.77
53,66374,70687,89,12.6
35,61177,40025,116,11.52
35,136931,64248,90,25.0
61,128235,172948,58,21.75
66,143983,128729,62,17.43
45,63896,115437,45,16.54
58,81820,13873,38,16.58
66,91259,228404,11,11.6
33,26990,162909,48,6.4
34,74758,205686,59,8.94
18,45832,39933,14,12.71
21,78535,44754,105,20.12
52,88773,122270,115,20.73
46,84489,172758,1,4.88
40,59991,15466,85,11.35
22,51600,171354,48,5.14
32,94161,239211,71,20.47
34,41946,196376,70,3.56
19,28771,44606,110,9.85
31,18612,212594,56,7.05
33,96913,223032,60,6.72
53,29249,101269,71,20.38
55,61984,45877,24,22.85
37,64754,59099,10,15.8
41,33390,135430,103,8.66
61,53935,111314,59,9.87
33,76483,213723,50,23.69
54,55401,22162,93,13.8
32,25908,13814,96,6.0
41,15943,159863,63,6.45
31,131968,246768,85,7.81
63,56644,92866,57,3.11
29,129302,180799,28,14.16
38,114520,175611,99,19.63
43,64995,157784,21,8.54
42,21201,148246,81,4.23
19,116862,70332,52,8.58
59,136720,164060,75,3.93
38,52312,23482,49,3.18
62,75668,241883,17,14.32
25,92317,62916,68,2.4
32,114043,223727,36,16.66
27,50720,142880,38,4.64
64,48303,154549,76,19.22
58,29732,167423,70,8.61
53,110572,189717,24,4.16
48,123225,24576,80,7.74
52,49454,54205,24,5.99
43,116588,7808,78,19.88
64,93034,86849,74,8.43
34,131609,199113,83,18.35
36,74013,35802,10,6.76
69,28355,206012,37,21.91
21,88421,57268,98,19.49
60,103004,223066,80,19.84
39,29921,142823,51,12.32
42,61323,207677,33,24.4
42,131496,233829,80,14.67
20,148779,205565,107,21.83
29,18852,209140,30,22.36
28,42232,224429,21,11.44
50,34498,66315,106,2.11
50,119627,161102,87,16.63
51,28506,51228,63,21.53
24,112933,231411,2,3.84
45,121109,62909,22,19.46
18,115593,57853,114,24.64
23,71424,78752,64,13.74
50,140220,106487,81,14.59
69,116263,215556,46,19.23
48,90188,215182,86,11.56
51,131956,121556,113,24.11
30,125078,155666,66,7.4
68,114663,161697,86,12.61
52,75673,17124,6,16.67
41,32473,151671,69,19.75
62,74639,24200,106,4.39
52,55517,131265,57,2.92
69,73273,60960,30,23.28
48,72051,10125,3,6.03
57,107313,176439,99,20.48
61,55629,156778,85,6.69
48,140959,235859,60,24.22
38,46509,230203,91,11.33
54,40158,160224,99,19.27
62,52222,95119,29,24.04
50,63986,134479,118,18.86
39,96229,120858,66,24.03
60,112143,166929,110,4.38
53,122270,195181,56,15.78
69,130099,229206,13,21.32
42,27092,191164,22,2.36
50,42489,212282,4,15.12
42,101685,109205,1,22.37
35,132674,213916,61,5.99
50,107559,117742,87,13.68
68,82813,203880,94,23.17
62,37223,37514,93,6.7
27,16463,240596,57,24.39
41,26078,194391,48,8.51
41,55921,163899,61,17.0
67,127135,215179,9,14.35
26,109536,207379,73,23.04
33,26966,38651,11,18.07
30,20803,27684,71,5.72
52,37651,105796,63,23.89
69,46815,19897,83,11.33
51,69362,233304,116,22.69
33,138952,22063,23,11.14
63,139632,146723,113,5.41
31,149758,71160,95,23.73
67,107637,216994,16,7.46
50,33988,42089,80,14.42
27,79767,146966,31,16.99
37,69405,207685,115,11.0
60,54240,188563,49,5.81
55,42225,114819,70,18.3
28,117396,205423,44,14.13
65,113365,175673,7,12.42
35,77725,28843,14,5.39
29,17453,150037,52,14.76
18,146636,72120,13,17.01
22,146604,63821,105,7.15
67,110853,115647,79,7.04
33,64578,156999,106,18.36
26,103883,236509,79,6.9
18,83182,21426,55,24.58
19,107257,90038,63,13.31
24,22834,96381,14,16.39
39,23098,69604,85,8.7
40,112531,105207,54,12.33
45,54431,119062,114,14.07
45,117872,150229,64,17.35
41,113851,208608,105,16.22
29,58165,86327,96,9.1
67,19057,93275,3,7.93
45,86614,68646,22,22.91
19,78618,81611,24,4.46
43,57216,193474,106,11.98
23,67820,108035,119,9.31
47,79139,33204,25,18.21
54,144965,220381,54,18.45
23,125360,165737,94,15.38
51,52439,104854,31,2.25
20,97879,219541,93,7.52
55,68281,214106,119,14.3
69,27216,65461,36,19.0
40,59808,10073,53,19.41
48,51273,192880,62,24.69
65,19734,226894,97,14.54
27,64328,214399,113,6.99
66,143211,195181,58,23.65
41,118081,228125,1,4.77
24,145513,165925,58,8.66
57,22592,30912,11,19.86
22,64496,22289,44,18.27
32,15476,61158,21,10.53
68,105604,84225,102,3.99
35,61141,23493,39,18.91
40,120973,135450,113,4.3
36,74058,127993,116,24.59
62,99175,162933,83,20.29
20,30315,153228,17,19.55
24,26009,67262,101,16.59
55,58568,170408,110,15.9
47,29136,47643,11,13.13
64,62106,113759,38,17.79
46,57599,98761,99,2.85
31,58163,227400,61,19.67
23,42659,204642,6,20.39
32,116446,63376,74,17.87
47,23875,91576,40,18.63
68,126122,40718,90,13.79
48,124371,170411,115,6.98
30,92938,97296,37,20.16
28,84323,86580,15,14.25
26,41459,50707,97,21.73
19,54916,81612,11,2.38
20,43046,227995,79,19.78
53,117297,87754,30,10.36
45,136911,210761,85,4.18
56,81125,166610,54,3.09
37,49586,84661,15,4.98
57,16246,170917,104,13.05
35,107808,249595,11,24.26
26,135997,123110,14,5.8
38,105271,125099,56,19.87
68,125490,145664,8,3.35
35,80067,87688,56,7.52
61,121931,81229,27,16.85
43,85865,192250,71,12.56
45,62714,152071,90,12.96
19,80704,199812,32,10.1
41,74092,113513,51,2.52
67,23142,160614,72,11.56
42,66559,242871,1,11.75
25,59996,36240,86,21.44
48,102265,135788,75,5.99
38,53637,116572,102,22.54
64,24360,130747,3,13.54
51,51622,229482,86,20.83
67,25344,133143,95,6.8
34,59913,51165,81,15.76
29,76299,108904,106,7.16
38,21468,215719,96,2.57
53,27659,118005,26,14.27
55,133624,179618,77,6.41
29,133399,73560,86,5.42
47,85395,243114,25,24.98
64,142400,49969,59,8.3
57,51616,101651,113,4.33
20,137514,45516,81,17.38
34,114140,213122,115,22.52
56,145127,106176,48,20.85
34,98192,61319,34,8.91
46,17155,213438,72,24.05
39,148362,13607,93,10.97
53,92732,111359,101,20.96
46,104584,57925,27,3.96
25,30670,61856,23,4.02
44,38500,72377,90,19.4
44,51059,27463,69,11.51
21,95177,88562,89,5.99
68,145876,74308,91,12.68
62,28552,247142,112,10.39
30,127393,240804,105,22.71
64,63467,148096,97,11.42
55,25480,137612,22,5.25
34,18908,86312,104,3.65
59,101244,207624,22,22.72
59,29379,94645,14,16.23
68,40829,22789,106,5.79
61,26717,24071,66,18.24
54,66428,227541,56,3.18
23,130369,136755,71,24.54
38,16221,84609,52,8.35
62,17942,224964,86,9.57
36,125660,146027,76,11.65
38,122786,30032,107,4.23
18,74141,13752,6,17.47
48,140280,198351,1,21.42
66,145324,94168,112,9.32
43,42213,202523,113,24.01
62,82149,50133,9,8.34
38,44771,155399,118,20.23
21,122593,95495,26,6.14
24,39806,134188,31,9.84
66,58388,188813,7,16.34
51,131671,7728,13,12.16
60,45606,61307,118,19.22
51,137794,86948,29,3.38
31,36547,26344,67,14.36
68,119629,107373,110,12.12
31,64178,51767,56,24.61
59,76878,218899,119,24.63
32,22018,136529,62,5.02
65,141955,102760,96,16.68
52,54703,135366,12,2.36
57,87394,174780,110,9.97
31,125789,133162,78,3.63
54,66440,233152,56,11.64
56,128227,75020,75,19.93
56,145718,125071,102,24.68
60,23178,92407,98,5.83
33,109096,241903,56,4.5
60,63743,147138,113,4.38
50,95595,43280,4,19.37
33,54778,139649,59,18.59
21,59989,141563,109,9.24
21,15075,181830,53,9.2
23,141677,165684,74,19.52
42,123474,20371,5,12.35
52,73000,83254,118,17.39
49,137473,143085,29,7.67
48,67199,221588,88,10.0
39,69514,46928,118,22.57
60,34788,247935,40,21.22
34,101180,134428,58,3.07
58,111798,126274,64,20.67
63,17726,117518,17,2.35
35,117937,29598,42,11.22
38,37971,65614,59,8.66
32,134150,118965,20,17.1
36,100708,231326,18,17.63
63,116746,191121,111,24.0
35,45557,219166,92,19.02
22,19257,116136,50,18.96
27,67569,229664,12,11.5
64,85650,186093,76,2.22
19,91695,231029,29,10.21
35,106436,163189,26,19.77
33,128253,114343,61,19.8
50,37962,248038,90,4.24
29,96670,89474,103,2.49
59,56784,44106,26,16.35
32,92212,237267,63,22.83
32,78400,164139,27,12.75
48,96978,176377,38,8.56
28,25387,109898,112,15.63
22,59057,248044,118,4.8
30,37251,203179,54,16.05
29,36075,23355,119,10.31
60,103505,178829,79,15.81
23,32687,107406,62,18.78
31,118730,124727,101,5.95
49,130939,7856,26,4.69
67,105342,100950,56,10.79
28,18361,48280,15,17.61
56,130336,198349,15,2.03
45,140443,116901,70,21.2
54,85041,176705,109,4.28
43,87870,82629,98,8.48
66,43467,222560,45,7.27
37,100122,144606,27,5.7
59,18398,18114,76,20.9
36,126190,236127,30,6.86
23,117110,237893,107,17.23
59,107944,98930,103,5.21
61,52143,180169,58,15.24
66,87303,93370,38,5.25
68,149702,219230,99,18.5
36,122334,227910,76,2.01
24,63115,184900,59,14.58
69,96708,174143,75,11.19
19,120174,111981,32,14.45
60,57926,207627,32,17.19
38,58820,78065,106,12.71
40,67473,242314,59,19.05
48,69259,244460,63,13.86
21,49623,48851,80,12.61
18,90804,74167,46,21.18
60,122982,74325,15,5.11
61,25456,40674,114,23.01
40,129147,107774,52,4.54
64,137887,104911,100,23.77
62,80973,12814,118,7.79
34,98854,104536,110,18.82
56,141782,187203,71,21.95
27,141496,191281,75,18.31
22,100862,237669,45,11.77
52,114402,162153,22,23.67
45,77579,82169,57,20.6
51,146317,17740,55,11.91
65,32792,187552,107,11.32
45,33392,162562,33,7.77
30,84731,229562,93,18.61
44,94773,172799,36,19.87
54,64293,22793,107,18.95
39,75865,234179,70,24.33
42,69074,58709,7,24.21
18,63841,71399,50,22.43
24,26463,128256,28,11.23
34,95378,120189,101,17.41
51,116933,17331,102,20.99
23,49934,127245,9,8.33
67,109960,44312,114,2.43
23,126255,100515,37,24.48
62,130151,142648,61,24.22
41,52336,175126,92,22.35
43,70627,119887,101,14.86
24,24593,110041,34,19.21
39,86725,70432,118,4.08
29,83995,235177,82,23.5
41,29702,170815,0,22.22
42,105413,188133,75,24.18
33,42860,176718,94,23.02
34,143821,199566,24,10.29
37,70445,109324,93,22.38
54,77871,160435,13,10.21
57,102958,140683,38,24.48
51,20154,176365,45,5.08
45,149253,200525,2,6.81
29,80754,178751,117,18.83
36,131085,172051,89,18.52
53,111765,153417,31,8.04
43,76938,173391,36,7.81
26,141831,154243,19,5.83
67,76791,129087,69,11.1
23,72983,225785,58,12.36
53,77055,220418,114,18.57
26,112434,52398,42,13.86
64,17513,137824,118,2.92
63,71720,207457,86,2.93
53,104109,132709,20,24.12
23,135519,185836,46,19.97
40,146694,207905,49,24.21
50,106213,201920,52,15.48
34,28002,231131,47,14.85
47,136295,244576,103,4.75
28,38103,200326,75,13.69
18,73931,7123,30,23.97
64,98484,174343,3,16.72
58,83803,38402,92,11.86
69,28004,23237,19,9.8
45,101702,183072,24,19.53
53,86371,238384,9,16.12
61,95968,239878,104,6.69
55,126718,192223,20,16.01
61,60786,38414,99,3.38
61,146633,148435,38,22.33
54,144747,40698,24,10.23
32,20673,180023,115,20.31
46,67982,196860,79,24.15
36,148488,83037,68,24.21
46,58396,65759,5,24.0
45,141141,122484,78,22.46
34,18435,170779,77,20.2
49,134429,227332,118,8.3
38,109781,141614,34,10.67
33,77040,60553,59,13.1
18,25372,172139,23,24.74
30,79053,84055,103,5.86
33,146903,153065,46,14.78
44,113040,239906,54,19.12
22,31721,195108,55,24.15
44,72566,232671,18,9.21
50,86126,14982,82,12.75
44,145958,190973,0,21.98
69,32334,124981,25,20.49
23,28642,24871,25,24.05
19,41114,114149,71,14.56
60,42606,181924,31,14.5
43,32336,84082,84,15.81
18,112877,17769,116,20.59
65,63783,30667,62,10.54
42,148321,51752,50,6.24
61,112239,108708,89,9.79
65,43461,78261,40,14.51
42,85896,204575,18,3.03
54,144265,191846,62,17.73
39,78844,232254,93,19.3
30,93991,213639,103,21.07
29,74304,109389,67,14.08
26,33237,147116,4,2.49
68,142888,105662,33,3.41
19,20330,93594,66,23.96
65,92713,102942,29,8.72
61,130009,27480,11,5.73
23,56051,60762,71,20.57
36,23711,98585,116,24.05
44,87540,87411,10,24.41
53,111413,225656,53,16.9
22,93670,141780,66,2.78
24,56747,36354,115,20.24
65,34521,192956,38,10.91
29,104342,158401,105,15.85
30,95926,190690,114,2.44
60,111791,52138,106,10.39
36,76917,79588,79,17.79
32,48188,119536,10,6.49
37,48711,162187,7,3.09
39,67652,229498,94,23.55
20,103980,106951,50,4.05
45,140919,230660,79,21.61
21,19700,139727,78,13.29
68,93418,153936,42,19.93
54,98476,221818,90,6.63
56,40588,219798,3,16.42
32,139742,187674,105,10.38
31,87634,160592,18,5.55
65,77357,243141,11,7.74
50,34159,221832,111,5.56
31,39057,21662,19,19.87
42,18070,164099,51,6.86
21,20816,248853,98,17.26
24,115003,143691,5,12.96
31,52543,208354,97,4.72
42,82378,181766,0,9.99
53,76111,246519,24,24.26
33,96631,80108,94,22.32
66,31628,197308,66,20.81
22,106008,20353,43,20.95
60,100387,176740,28,2.24
41,60380,212478,117,24.88
47,33747,230604,68,22.83
42,79324,133269,65,5.05
26,19254,241177,74,3.01
55,135442,186785,52,15.41
67,129994,157833,35,17.48
62,86349,235405,14,11.5
67,70392,181471,105,3.18
19,24556,58726,72,22.48
37,105669,131214,110,18.51
64,87529,168021,17,21.44
27,16747,96096,53,13.76
32,84595,176377,4,9.63
45,126970,120158,107,7.62
52,80036,123532,69,2.66
52,86090,29982,26,5.59
62,97903,212032,96,13.75
51,121753,33272,5,2.27
68,21948,173122,114,14.72
23,127118,67879,26,24.48
45,139643,198148,95,18.3
66,79432,186285,17,14.92
69,43774,203805,89,5.89
24,141893,10514,1,8.34
50,120570,71093,34,2.89
38,46465,12654,9,11.63
59,105132,244798,44,13.34
56,92902,5375,0,20.46
49,66861,95763,79,19.65
68,83133,70001,78,9.23
45,130755,33771,41,10.41
51,82230,15403,81,23.17
33,35145,46290,26,6.52
34,46945,95403,106,16.86
50,34015,29289,52,15.05
64,55849,165348,35,22.59
46,19461,84489,104,2.5
27,61865,156175,79,16.25
36,40546,117783,76,13.63
31,81572,53364,89,14.61
56,111380,111652,0,21.98
48,34011,46028,90,6.91
44,118802,202660,35,5.01
49,128683,39864,119,24.84
44,135518,157436,82,8.71
58,57117,44819,18,14.88
58,95381,63811,14,11.17
45,20393,65005,1,24.35
67,120874,7317,9,11.37
46,143087,195607,6,12.1
27,37010,47308,9,13.24
56,148124,153028,38,5.98
54,110682,37730,82,15.13
22,111240,120369,95,4.28
23,46812,110068,57,5.6
42,43979,152722,0,21.54
19,15636,226091,20,4.91
53,45983,28290,107,19.82
24,105764,123470,110,8.18
44,139221,54541,115,20.0
35,25985,22003,67,15.56
40,72747,9481,49,7.82
45,140544,140802,94,24.14
23,52855,66159,43,2.77
26,80054,184287,43,19.08
51,108570,11042,22,4.47
53,85357,192390,99,2.29
59,98968,57721,49,9.1
66,62813,6608,76,24.64
37,22571,82935,64,18.64
24,18180,46972,75,17.19
18,41264,127038,88,18.74
34,55257,110583,118,12.38
63,62080,239344,9,3.18
45,128249,249535,46,19.68
32,31999,122098,70,17.36
66,105738,31605,70,15.16
56,98228,244095,91,21.79
68,125245,186373,12,4.39
62,99039,12781,84,5.36
59,80179,37883,1,10.58
57,130925,171690,83,21.61
18,31517,53031,117,8.29
25,93174,229136,50,16.14
18,24094,26678,93,24.71
22,62701,78448,56,10.6
54,112699,60759,38,4.83
47,43384,124778,70,9.99
22,47721,228245,85,4.68
26,81722,164693,115,14.15
37,134844,28511,16,24.18
28,116072,71308,23,16.21
56,44942,109892,65,20.47
27,78317,164928,21,23.51
29,29789,203814,35,3.02
41,71711,109244,48,16.8
46,29859,8421,79,9.99
48,147618,161033,96,15.14
37,88673,130270,50,10.99
22,66227,39048,103,17.29
67,98301,52812,80,11.42
53,117084,11848,14,17.13
35,26109,59521,115,11.64
34,110851,202156,68,21.96
23,59680,200467,22,8.69
52,112760,203320,1,17.46
33,126144,121688,110,15.58
33,149633,100329,4,4.85
27,19143,129363,64,8.11
29,86696,132241,95,4.12
20,116398,108740,74,12.71
32,74251,20472,78,5.21
27,16241,202298,12,13.14
65,90386,122672,58,9.83
30,25293,81909,97,23.98
24,75431,192271,21,22.82
33,71163,50493,38,18.52
40,21935,117706,30,19.58
52,56307,97580,29,2.47
27,53454,21816,71,12.62
31,49718,131482,75,4.8
64,103161,13551,109,11.87
69,40150,90073,42,20.41
41,48857,50553,17,12.24
67,108709,54033,36,15.06
55,89324,231105,15,5.27
46,144770,132439,27,22.59
61,98303,34845,89,16.69
62,126168,213997,53,22.01
49,142572,88950,47,9.52
43,122537,160879,102,23.61
33,38407,174721,61,20.37
35,52708,61769,77,15.45
33,125015,136669,77,5.36
66,37885,45712,93,9.14
52,53363,6193,41,2.86
63,87503,163723,77,17.31
60,43941,13344,117,11.34
